DMS Customer,Outlet Name,Latitude,Longitude,Channel,Apr'24,May'24,Jun'24,Jul'24,Aug'24,Sep'24,Oct'24,Nov'24,Dec'24,Jan'25,Feb'25,Mar'25,Annual Sale,Apr'24_Active,May'24_Active,Jun'24_Active,Jul'24_Active,Aug'24_Active,Sep'24_Active,Oct'24_Active,Nov'24_Active,Dec'24_Active,Jan'25_Active,Feb'25_Active,Mar'25_Active,Churn,KITCHEN CLEANER,SURFACE DISINFECTANT,YOGA BAR,AGARBATTI,ANTISEPTIC LIQUID,ATTA,BISCUITS,BREAKFAST CEREALS,CHOCOLATES,CONFECTIONERY,CREAM,DEODORANT,FLOOR CLEANER,GHEE,HAND SANITIZER,HAND WASH,JUICES,MATCHES,NOODLES,OTHER PC PRODUCTS,PASTA,SALT,SHOWER GEL,SNACKS-BINGO,SPICES,TALC,TOILET SOAP,Pop Density (#/km2),Building Count,% built up area,Build Area growth %,Average Rent,Road_Density_m_per_sqkm,Intersection_Count,School,Corporate,Hotel,Temple,University,POI,Total Retail Outlet,months_active,growth_rate,cv,expected_loss,cum_loss,cum_share
AH3123ITC17212769,MAA BHAVANI KARIYANA,21.155962,72.835355,Retail,5825.04,2725.23,3952.02,5576.140000000001,3772.77,3904.924242000001,2855.33,0.0,518.0768,947.6848000000001,2514.279,2114.638,34706.132842,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,20565.474656,282.4,0.0,7673.288485999999,0.0,0.0,0.0,0.0,0.0,0.0,642.3632,0.0,3426.9161,0.0,0.0,0.0,0.0,2115.6904,0.0,0.0,0.0,9962.169921875,224.854621715934,63.3442123135928,11.2594780299358,14.9,61484.81869690225,106.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,11,-0.6369745100461736,0.531897700092199,22106.921962630364,54790223.24546384,0.7558105416609754
AH3123ITC172SFA012500047,11. SUPAR STOR 8780304246,21.169721,72.844736,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13721.3709,10586.416,2368.0856,26675.8725,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,18841.0417,5538.4175,307.1588,0.0,-0.0006999999999948159,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,225.7983,0.0,0.0,0.0,0.0,1763.4571,0.0,0.0,0.0,12183.173828125,250.681121869811,55.1308781104652,12.5817284110669,14.99,37212.42443527143,44.0,0.0,0.0,0.0,0.0,0.0,67.0,135.0,3,-0.8274162532840776,0.6593876410815728,22072.05047703376,54812295.295940876,0.756115017303498
AH3123ITC1728088,NAVRANG MEDICOS,21.177279,72.856188,Retail,3596.71,4471.329999999999,3870.91,4178.68,4212.360000000001,6088.767512000001,3308.4602,3778.7391,3530.7124,3048.8776,3200.9739,1839.29,45125.810712,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,291.47,0.0,35400.6443,0.0,206.64,4336.9879,0.0,192.18,0.0,0.0,0.0,779.234083,0.0,0.0,407.3124,0.0,0.0,0.0,249.31,104.3992,0.0,0.0,3157.632829,12213.544921875,333.852636928548,63.63693932254,14.8609808513164,12.99,65691.00797546524,142.0,0.0,0.0,0.0,0.0,0.0,90.0,180.0,12,-0.48861876548276384,0.2672756929423157,22049.31792150632,54834344.61386238,0.756419179358959
AH3073CIS659KH2354,VIDHHI GENERAL STORE 9558324954,21.194628,72.730146,Retail,4782.94,3146.45,3817.02,5681.667863000001,10902.317,5603.39,7109.7502,4800.778400000001,4754.057099999999,7597.805700000001,5023.1137,3195.2818,66414.571763,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1459.7086,0.0,4307.0988,24344.230514,2294.02584,206.64,13489.6629,0.0,599.44,0.0,0.0,0.0,259.2554,1391.349,151.7992,8758.897495,0.0,0.0,0.0,0.0,4301.033314,0.0,0.0,4851.4307,9534.279296875,214.826015416831,38.32803367432628,25.3150452350583,11.91,62063.2016437742,99.0,0.0,0.0,0.0,0.0,0.0,79.0,159.0,12,-0.3319419018427301,0.3916239026923021,22045.7792610807,54856390.39312346,0.7567232925999291
AH3123ITC1726270,BABA KIRANA,21.180334,72.836409,Retail,5969.84,2792.16,6122.27,4954.42,5038.74,3982.320000000001,5192.5436,2980.7844,2027.4106,3334.777,726.9222,3124.3413,46246.5291,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,41102.3575,98.14,0.0,3388.7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.8399999999999,0.0,0.0,0.0,0.0,887.4,0.0,0.0,0.0,14233.1494140625,419.417010990171,53.315689962946,8.77380858664185,12.92,75087.59231816199,157.0,0.0,0.0,0.0,0.0,0.0,65.0,130.0,12,-0.4766457224983455,0.4274539920201619,22043.21027591026,54878433.60339937,0.7570273704027142
AH3123ITC1729234,JAY BANESHWARI CORNER,21.16342,72.779888,Retail,2167.16,4347.089999999999,2781.62,3207.49,3651.29,3407.79,4303.1821,2589.4246,2258.7409,2573.1761,3364.7802,821.5598,35473.3037,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,8847.9481,0.0,0.0,11369.6853,282.4,0.0,5697.3633,0.0,0.0,0.0,0.0,0.0,0.0,724.1916,76.85,4171.5694,0.0,0.0,0.0,0.0,2422.9616,0.0,0.0,1880.3344,9228.7490234375,189.312240836972,27.73531481856176,21.6570957849614,20.89,50765.62632804555,55.0,0.0,0.0,0.0,0.0,0.0,70.0,140.0,12,-0.620904870890649,0.3327562516409484,22025.54705391328,54900459.150453284,0.7573312045479889
AH3123ITC1728528,EKTA BAKERY.,21.182377,72.854757,Retail,9817.999999999998,11354.64,20920.547808,13367.307423,18035.8439,19065.84,8597.228399999998,13039.6515,22687.1641,15909.9644,14609.947,8590.274800000001,175996.409331,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,700.0632,0.0,0.0,0.0,129972.866051,913.98054,7548.9326,23777.905217,0.0,0.0,0.0,0.0,0.0,0.0,1706.8469,0.0,8182.542853,0.0,476.797288,0.0,0.0,2716.474682,0.0,0.0,0.0,13070.330078125,489.634382627624,50.0704143320992,10.0778038349,12.97,53629.34302331079,110.0,0.0,0.0,0.0,0.0,0.0,90.0,181.0,12,-0.12504840089629987,0.3239225780757129,22008.06955033218,54922467.22000362,0.7576347975976692
AH2886ITC2579843,SHREE NAKRANK KIRANA STORE,21.205656,72.866219,Retail,3822.47,2612.29,1195.75,5276.0,1358.53,2451.62,346.7523,557.4038,5505.6031,2886.1573,2023.3464,920.6068,28956.5297,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,920.2654,0.0,0.0,9614.7884,0.0,2088.691,951.9895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.329,2599.4777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11919.9887,13965.83203125,411.12178653991,63.92453060388199,11.5149968936433,12.96,95924.19955248723,222.0,0.0,0.0,0.0,1.0,0.0,126.0,251.0,12,-0.759159182413267,0.7144940365153474,21982.61541257748,54944449.8354162,0.7579380395170837
AH3123ITC17270-EXP2019,KHUSHI TRADERS,21.142263,72.765135,Retail,9495.67,3544.9,7411.5,8565.93,9307.37,6872.510000000001,7244.613600000001,6656.6141,4696.389299999999,2216.3749,15476.2771,7146.798,88634.947,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,9821.932499999999,-9.999999997489795e-05,4568.408100000001,44088.7838,1278.5519,1416.7836,268.9645,0.0,0.0,0.0,0.0,0.0,1183.1139,185.953,8475.673200000001,9409.318800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7937.4638,9359.6845703125,72.8936692703262,17.6711930109166,41.6562499088852,25.79,21819.88328926412,8.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,12,-0.24736242940200667,0.455610024039716,21924.955819838102,54966374.791236036,0.7582404860440826
AH2988CIS149609,SHREE JALARAM SUPER STORE,21.090025,72.880752,Retail,6522.260211000001,6756.740000000001,8042.222503000002,5779.13,7865.499999999999,6722.85,4282.317999999999,6679.910400000002,3546.4922,4809.231999999999,6353.794,4536.561599999999,71897.010914,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,932.8163999999999,0.0,20039.362991,34997.022907,967.4,413.272,3625.415375,0.0,0.0,0.0,0.0,0.0,0.0,274.9702,0.0,6044.913441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4601.8376,8371.2744140625,115.425097792661,16.69371053115668,20.5748547746932,9.93,26747.90355457833,44.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,12,-0.30444946180631566,0.23702355992390667,21889.0062782501,54988263.79751428,0.7585424366606637
AH2886ITC2575207,DHARTI PRO,21.205334,72.854371,Retail,6240.98,3171.58,4052.22,3412.03,2567.71,3409.09,3760.4516,1211.2772,2917.8231,1947.3186,2868.0532,2670.088200000001,38228.6219,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,136.08,0.0,1651.15,1119.5865,0.0,0.0,176.3751,0.0,0.0,0.0,0.0,0.0,2274.802,160.823,77.97,9354.2659,0.0,0.0,0.0,0.0,25.3796,0.0,0.0,23252.1898,14376.3369140625,349.360700415872,65.89211442927,11.9383559454781,16.4,73264.4545316637,157.0,0.0,0.0,0.0,0.0,0.0,98.0,197.0,12,-0.5721684414946733,0.3875768711105407,21873.211013012133,55010137.008527294,0.758844169387496
AH3123ITC17231-EXP2019,& KRRISH KIRANA,21.146938,72.834548,Retail,4882.53,5134.93,5438.439999999999,2921.64,5230.159098000001,3393.94,4554.9929,1713.3187,4120.2568,1762.8955,1699.41,2417.0761,43269.589098,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,14843.0083,17137.524821,1786.5206,206.64,2978.607077,0.0,0.0,0.0,0.0,0.0,0.0,160.823,0.0,4825.3255,0.0,0.0,0.0,0.0,1331.1398,0.0,0.0,0.0,8032.42236328125,227.822624360299,47.3079180729768,18.9905504866334,9.36,51341.22892569866,113.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,12,-0.5049541733485498,0.40681174596998326,21849.15959411201,55031986.168121405,0.7591455703340423
AH3073CIS659KH7724,NEW BHERUNATH GENRAL STORE,21.211105,72.797253,Retail,656.38,3031.88,1631.94,3832.079999999999,5010.440000000001,157.09,569.5390000000001,2786.5546,1301.1753,1403.4057,1552.4923,4.5694,21937.5463,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1517.32,0.0,0.0,16092.7597,315.44,206.64,63.972,0.0,0.0,0.0,0.0,0.0,0.0,80.4116,312.02,1278.043,0.0,0.0,0.0,0.0,102.0,0.0,0.0,1968.94,10913.8359375,150.820756420102,30.43883759161236,42.1659863288097,12.46,44751.45734452462,70.0,0.0,0.0,0.0,0.0,0.0,71.0,142.0,12,-0.9930384838036,0.8435246820000235,21784.827716123276,55053770.995837525,0.759446083846505
AH3123ITC1723794,AMBIKA GENERAL,21.167458,72.794334,Retail,16376.23,17659.25,26160.58311399999,24669.18,24775.53,23263.60999999999,13375.9131,15906.5485,22548.4722,18089.4561,17577.7711,14862.1775,235264.721614,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,10446.61722,0.0,170699.0434,32442.231985,1800.9287,0.0,2698.3297,0.0,0.0,0.0,0.0,0.0,96.0,0.0,5834.553341,4797.5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6449.426768,9084.5185546875,157.464969627416,35.61785431103968,26.044124429558,0.0,50287.73718461875,52.0,0.0,0.0,0.0,0.0,0.0,110.0,220.0,12,-0.0924542767169188,0.22444768397591272,21751.229673829625,55075522.22551136,0.7597461338865992
AH3125CIS161EXP2019-40,HATIM KIRANA STORE 9904065870,21.19119,72.830302,Retail,4763.93,3904.05,3825.120000000001,3936.05,4757.929999999999,3060.09,2787.4429,886.2255000000001,2666.6524,1810.9217,2905.7825,1990.0384,37294.2334,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,25727.2338,98.14,206.64,6492.4432,0.0,0.0,0.0,0.0,0.0,0.0,311.6232,0.0,2560.238,0.0,0.0,0.0,0.0,1897.9152,0.0,0.0,0.0,10370.9716796875,329.400949409645,39.74089163828956,15.5029445701258,7.95,50399.87577038255,72.0,0.0,0.0,0.0,0.0,0.0,77.0,155.0,12,-0.582269596740384,0.38204169160799206,21715.29824255976,55097237.52375392,0.7600456882661006
AH3073CIS659EXP22-64,PRABHUDAM SUPER STORE,21.207932,72.782137,Retail,6615.51,5338.595209999999,5968.920000000001,8619.740000000002,4398.87,4572.530000000001,3247.380000000001,4391.5763,4095.3972,5180.697,5368.704900000001,4302.7219,62100.64251000001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,37355.92651,98.14,1033.188,5521.2789,0.0,0.0,0.0,0.0,0.0,0.0,1929.7524,0.0,14387.5619,0.0,0.0,0.0,0.0,1774.7948,0.0,0.0,0.0,11929.39453125,330.663737275939,60.8189559092108,16.2295695426898,19.78,69342.6165507554,144.0,1.0,0.0,0.0,2.0,0.0,91.0,177.0,12,-0.34960087733215595,0.27238655932156886,21710.439104386583,55118947.962858304,0.7603451756156168
AH3123ITC172593,AMBIKA BAKERY,21.168484,72.840638,Retail,3424.98,3029.28,5374.01,5066.72,4831.66,4022.139999999999,1971.2377,4125.7549,4057.7646,4917.736099999999,4407.619699999999,1847.7836,47076.68660000001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,232.7996,0.0,0.0,27541.3873,636.9362,0.0,2929.5422,0.0,0.0,0.0,0.0,0.0,0.0,1990.5622,233.91,8870.5377,0.0,0.0,0.0,0.0,4614.761399999999,0.0,0.0,26.25,11937.4228515625,287.397641553538,53.1007809924776,17.1769179277333,14.97,76271.3040625637,119.0,0.0,0.0,0.0,0.0,0.0,90.0,180.0,12,-0.46049798830928634,0.2946241118547246,21678.71947556674,55140626.68233387,0.7606442254047724
AH3123ITC17212217,BABA RAM DEV KIRANA,21.158852,72.879189,Retail,6686.920000000001,5290.02,2725.65,4790.788188,5977.114570000001,5376.840000000001,3725.355755999999,2975.4105,4045.2096,4425.582899999999,3590.0974,3985.9007,53594.889614,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2613.77,33688.191015,2382.640732,615.5192999999999,6223.466237000001,0.0,0.0,0.0,0.0,0.0,0.0,1254.3694,0.0,4810.757008,0.0,0.0,0.0,0.0,2006.175922,0.0,0.0,0.0,8899.6162109375,155.86650598638,33.6387959770374,26.4192283366716,9.86,45264.9575783934,82.0,0.0,0.0,0.0,0.0,0.0,49.0,99.0,12,-0.4039257685151903,0.2683913230142565,21648.35697582174,55162275.039309695,0.7609428563546531
AH3123ITC172280,SRI DEV TOBACCO & GEN STORES,21.165197,72.857112,Retail,4954.679999999999,6912.139999999999,8489.1,5177.308473,6064.812828,3769.92,4618.87,2015.6658,3134.947999999999,7408.325000000001,9885.465,3325.3898,65756.624901,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,48892.649961,2282.45824,0.0,457.8368,0.0,0.0,0.0,0.0,0.0,0.0,160.8,0.0,12507.4907,0.0,0.0,0.0,0.0,1455.3892,0.0,0.0,0.0,10097.2978515625,180.363401741845,23.66759393174776,23.7229740021956,10.94,57892.64877262354,107.0,0.0,0.0,0.0,0.0,0.0,62.0,124.0,12,-0.32883863337282543,0.428866479010293,21623.318667654345,55183898.35797735,0.761241141910481
AH3123ITC17211559,MANISH KIRANA STORE,21.15025,72.819309,Retail,2786.95,2569.809999999999,2144.48,2976.33,3626.73,3393.719540000001,4086.3389,3880.663,1364.7095,629.5615,1502.6482,760.3999000000001,29722.34054,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13756.934452,0.0,1813.582,6738.55,0.0,0.0,0.0,0.0,0.0,0.0,160.8,0.0,5491.316487999999,0.0,0.0,0.0,0.0,1761.1576,0.0,0.0,0.0,10286.5771484375,298.257239157887,43.7732231832988,25.1482677339024,13.94,74375.28832629905,117.0,0.0,0.0,0.0,0.0,0.0,22.0,45.0,12,-0.7271569637055824,0.48285066589773873,21612.80690128974,55205511.164878644,0.7615392824604419
AH3073CIS659KH2988,LUCKY GENRAL STORE,21.214714,72.799287,Retail,1218.06,1932.64,899.8100000000001,1846.2,6266.966,1898.75,1563.798,1949.6876,1694.1331,1980.9609,907.9932,31.9842,22190.983,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,807.5357,0.0,0.0,5812.3589,1233.1953,1446.472,908.7297,0.0,0.0,0.0,0.0,0.0,0.0,160.823,150.6792,1093.3196,0.0,0.0,0.0,0.0,174.0008,0.0,0.0,10403.8688,10913.8359375,150.820756420102,30.43883759161236,42.1659863288097,12.46,44751.45734452462,70.0,0.0,0.0,0.0,0.0,0.0,71.0,142.0,12,-0.9737416876007965,0.8176176924066536,21608.285235940584,55227119.450114585,0.7618373606357283
AH3073CIS659EXP22-08,NAVKAAR FOODS,21.188584,72.767449,Retail,6954.95,15074.533414,13163.39,13326.24,14462.42,8217.45,18242.2243,11614.4275,6782.505999999998,12380.7621,14897.6641,5892.2565,141008.823914,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,2811.6936,0.0,93167.450569,25305.441507,1653.1515,206.64,13.7088,0.0,0.0,0.0,0.0,0.0,0.0,716.9734000000001,3334.6702,9933.946638000001,0.0,2151.12,0.0,0.0,1174.4011,0.0,0.0,539.6266,5046.265625,35.7487578403809,10.22667080677388,75.2702890693157,20.67,22916.01279929226,22.0,0.0,0.0,0.0,0.0,0.0,52.0,105.0,12,-0.1527967131323513,0.3343798410650819,21545.684816717698,55248665.1349313,0.7621345752617542
AH3123ITC1729609,JAY AMBE DAIRY & PASTI BHANDAR,21.159713,72.807268,Retail,5439.829999999999,5238.08,5374.35,5923.66,6254.250000000001,6036.740000000001,1636.73,4281.6195,4053.8806,3122.3962,2971.6025,3253.469700000001,53586.60850000001,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,23765.9894,0.0,0.0,15384.1791,0.0,0.0,0.0,0.0,0.0,0.0,48.247,0.0,5220.3106,0.0,0.0,0.0,0.0,9167.8824,0.0,0.0,0.0,12359.587890625,206.672171552731,41.78660105095241,23.8174278228598,20.81,54793.11593385306,86.0,0.0,0.0,0.0,0.0,0.0,93.0,187.0,12,-0.4019170268187786,0.3299255391406991,21537.370365621893,55270202.50529692,0.7624316751930516
AH3073CIS659KH12189,GURUKRUPA AGARBATTI,21.21201,72.792713,Retail,1704.95,742.53,3298.24,1125.48,2807.733,2919.29,3109.255,468.6596,1862.6805,2973.3583,2355.0048,147.0676999999999,23514.2489,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,3127.9138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.5658,0.0,0.0,0.0,0.0,0.0,20203.7693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9997.5732421875,261.972050351044,47.68230139845,19.0482865971041,12.47,78644.94339775265,185.0,1.0,0.0,0.0,1.0,0.0,69.0,134.0,12,-0.9137407548603105,0.5694743238205985,21485.927539859225,55291688.432836786,0.7627280654898977
AH3123ITC17214027,MAA SARASWATI KIRANA,21.135297,72.773805,Retail,4410.39,1356.48,0.0,3461.64,4751.849999999999,5193.03,1768.93,0.0,988.4855,0.0,114.0892,0.0,22044.8947,1,1,0,1,1,1,1,0,1,0,1,0,0,0.0,0.0,0.0,1728.8692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8911.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11404.83,11264.7724609375,68.0770391884756,19.60641778759652,93.8722974058249,25.75,35111.00504973389,15.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,8,-0.9741317207773066,0.7019977943198196,21474.631208465526,55313163.06404525,0.763024299958097
AH2886ITC2579509,MADNESS MART,21.235185,72.859021,Retail,5629.359999999999,11161.61,3779.599542,1739.16,288.69,365.12,0.0,0.0,0.0,0.0,0.0,0.0,22963.53954199999,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,1534.32,0.0,3875.34,10978.749542,0.0,0.0,55.15,0.0,365.12,0.0,0.0,0.0,581.4,0.0,937.32,2164.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.09,9637.0703125,104.776905641945,20.5521096562754,51.0352657317404,13.96,53337.98370344614,56.0,1.0,1.0,1.0,0.0,1.0,69.0,131.0,6,-0.935140051444403,1.0830555694127249,21474.125548651456,55334637.1895939,0.7633205274509092
AH3125CIS161EXP2019-118,NEW ROYAL GENREL & PROVISION 7567109251,21.188039,72.832276,Retail,5215.03,-156.3299999999997,2307.86,2963.35,4679.809999999999,2872.54,3195.9085,1250.2637,2846.788700000001,2492.3016,3037.782799999999,1768.2924,32473.5977,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,639.2904,0.0,0.0,18540.3329,0.0,1033.196,3943.6548,0.0,0.0,0.0,0.0,0.0,0.0,810.1356,853.8091999999999,1033.9769,0.0,0.0,0.0,0.0,3480.4285,0.0,0.0,2138.7734,10576.6181640625,401.759039155646,65.11932040209041,14.7430933480157,18.42,64064.40579472086,109.0,0.0,0.0,0.0,0.0,0.0,83.0,166.0,11,-0.6609238297764995,0.3860216306708099,21462.574558505326,55356099.76415241,0.7636165956021527
AH3123ITC17213800,SHRI DEVRAAJ KIRANA,21.15472,72.771878,Retail,6424.52,4328.87,5755.320000000001,6219.66,8845.62,9371.56,8495.3423,7931.0162,7524.7164,6672.5455,6157.1004,4752.8063,82479.07709999998,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,46.682,0.0,35681.3012,35712.6583,2666.2626,0.0,309.4051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.74,6782.0696,0.0,0.0,0.0,0.0,770.3976,0.0,0.0,160.5607,9535.0068359375,49.5246167083308,14.54550287481924,83.3821570459812,25.75,19220.2384899199,13.0,0.0,0.0,0.0,0.0,0.0,42.0,84.0,12,-0.2602083424130892,0.23090995609818898,21461.74393595238,55377561.50808836,0.7639126522952702
AH3123ITC17212750,NEW SHIV SHAKTI PROVISION,21.153589,72.829079,Retail,3388.05,3374.66,6710.26,3015.09,2257.89,3328.98,112.107,105.2569,2581.2207,307.1588,626.5462,640.8864000000001,26448.106,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,21397.4045,589.5588,0.0,348.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3956.3627,0.0,0.0,0.0,0.0,156.6,0.0,0.0,0.0,10974.9287109375,352.220998320412,69.6665911009864,11.8150115013975,13.9,76117.25304217127,187.0,0.0,0.0,0.0,0.0,0.0,100.0,201.0,12,-0.8108391552660642,0.891393481959004,21445.159927427325,55399006.668015786,0.7642084802182216
AH2886ITC2572881,BALAJI KARIYANA,21.226295,72.804685,Retail,4889.235157,6363.609999999999,2923.45,3997.819999999999,5327.339999999999,4932.3,3007.505,2521.8858,4147.182,4398.913,3199.6611,2727.1786,48436.080657,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1795.1975,0.0,0.0,32210.967601,1968.871456,0.0,1446.0206,0.0,0.0,0.0,0.0,0.0,0.0,1609.776,311.88,3471.3072,0.0,140.45,0.0,0.0,2121.8712,0.0,0.0,3359.7391,5757.015625,148.068033606616,22.13828983296468,34.9546530447832,9.96,20032.08001747178,40.0,0.0,0.0,0.0,1.0,0.0,35.0,69.0,12,-0.44220752072113056,0.29657369252213583,21418.799140780677,55420425.46715657,0.7645039445040267
AH3125CIS1611255,BHUKHAN DAS MAGAN LAL 9904874500,21.189585,72.821416,Retail,12141.29,26593.94,-27988.664399,28363.91,-8630.170000000006,9833.03,9770.002400000001,2921.9224,8269.4971,7487.1306,8683.854299999999,9158.340899999997,86604.08330099999,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0,0.0,0.0,13815.2453,0.0,-23970.29,57830.420021,19026.8466,590.2316,3235.9343,0.0,365.12,0.0,0.0,0.0,462.4872,373.2864,3094.7398,4191.7261,0.0,0.0,0.0,0.0,5919.16678,0.0,0.0,1669.1692,12173.1787109375,418.724510023494,63.3434185731796,17.2012767328208,16.97,69308.89263526788,129.0,0.0,0.0,0.0,0.0,0.0,87.0,174.0,10,-0.2456863397546519,0.6763766141023859,21277.44023402966,55441702.907390594,0.7647974587968303
AH3123ITC1725750,MAHA MANGLA KARIYANA STORES,21.153013,72.809441,Retail,2592.07,3458.73,4016.25,1035.35,3324.09,2022.46,4459.453393999999,3740.3735,2734.7933,3798.163,5160.0976,1124.8222,37466.652994,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,527.1113,0.0,4288.681,17711.357422,1196.9449,224.9548,177.039472,0.0,677.12,0.0,0.0,0.0,0.0,0.0,76.85,8454.6688,0.0,0.0,120.015,0.0,2505.5896,0.0,0.0,1506.3207,10886.685546875,255.448218233851,46.64940043189041,15.2155249811009,20.82,46419.9642618995,74.0,0.0,0.0,0.0,0.0,0.0,100.0,201.0,12,-0.5660525371612009,0.4064955175550867,21208.093986192,55462911.001376785,0.7650900164842024
AH3073CIS659EXP23-44,ANJALI SUPER STORE,21.209312,72.779486,Retail,5790.930000000001,1523.503955,3224.0,2427.19,3613.07,4980.530000000001,6255.6504,3906.3394,4063.8223,1964.8297,1292.6496,2877.3524,41919.867755,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,34.1254,0.0,24442.931982,4199.027473,637.89,206.64,4.57,0.0,0.0,0.0,0.0,0.0,297.976,476.8002,2107.43,3900.0488,0.0,0.0,0.0,0.0,314.5,0.0,0.0,5297.9279,11498.4609375,289.493069199381,55.6468747225904,20.8529174351608,11.95,51066.47250801553,107.0,0.0,0.0,0.0,1.0,0.0,97.0,192.0,12,-0.5031277532278057,0.4589888283429058,21091.04887917989,55484002.05025596,0.7653809595783043
AH3125CIS161EXP2019-275,AABAD,21.199832,72.827919,Retail,4496.410000000001,11814.330395,12395.61,16420.0,12254.36,15170.44,27470.5137,14121.3104,9157.798200000003,12815.802,3775.9892,3837.0114,143729.575295,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,206.192,0.0,0.0,84674.397954,18806.4528,0.0,0.0,0.0,159.17,0.0,0.0,0.0,424.9712,1498.7106,2180.559,8874.8848,0.0,517.4499999999999,0.0,0.0,15974.563941,0.0,0.0,10412.223,11705.0732421875,408.926955372679,68.05325621662361,14.180018728682,19.45,79305.64652442111,136.0,0.0,0.0,0.0,0.0,0.0,93.0,187.0,12,-0.14665001634634164,0.5474759532828376,21077.94456646449,55505079.99482243,0.7656717219033364
